sector_name,subsector_name,series_id,series_name,year,country_name,country_value,income_group_name,income_group_average,subregion_name,region_name,region_average
Environment and Global Climate Change,Energy resources,5554,Electricity production from natural gas sources (percentage of total),2006,Albania,0.0,Upper Middle Income Country (World Bank Classification),22.6473948780487804878049,Balkans,Europe and Eurasia,22.838898066666666666666666666667
Environment and Global Climate Change,Energy resources,5554,Electricity production from natural gas sources (percentage of total),2007,Albania,0.0,Upper Middle Income Country (World Bank Classification),23.2258168536585365853659,Balkans,Europe and Eurasia,23.457032244444444444444444444444
Environment and Global Climate Change,Energy resources,5554,Electricity production from natural gas sources (percentage of total),2008,Albania,0.0,Upper Middle Income Country (World Bank Classification),24.1143776341463414634146,Balkans,Europe and Eurasia,23.749991266666666666666666666667
Environment and Global Climate Change,Energy resources,5554,Electricity production from natural gas sources (percentage of total),2009,Albania,0.0,Upper Middle Income Country (World Bank Classification),24.1310282195121951219512,Balkans,Europe and Eurasia,22.763345955555555555555555555556
Environment and Global Climate Change,Energy resources,5554,Electricity production from natural gas sources (percentage of total),2010,Albania,0.0,Upper Middle Income Country (World Bank Classification),24.3711465853658536585366,Balkans,Europe and Eurasia,24.577501955555555555555555555556
Environment and Global Climate Change,Energy resources,5554,Electricity production from natural gas sources (percentage of total),2011,Albania,0.0,Upper Middle Income Country (World Bank Classification),24.702931585365853658536585365854,Balkans,Europe and Eurasia,24.935366022222222222222222222222
Environment and Global Climate Change,Energy resources,5554,Electricity production from natural gas sources (percentage of total),2012,Albania,0.0,Upper Middle Income Country (World Bank Classification),25.52443343902439024390243902439,Balkans,Europe and Eurasia,23.682136644444444444444444444444
Environment and Global Climate Change,Energy resources,5554,Electricity production from natural gas sources (percentage of total),2013,Albania,0.0,Upper Middle Income Country (World Bank Classification),25.553929682926829268292682926829,Balkans,Europe and Eurasia,22.0639792
Environment and Global Climate Change,Energy resources,5554,Electricity production from natural gas sources (percentage of total),2014,Albania,0.0,Upper Middle Income Country (World Bank Classification),26.152789902439024390243902439024,Balkans,Europe and Eurasia,21.1290170444444444444444
Environment and Global Climate Change,Energy resources,5554,Electricity production from natural gas sources (percentage of total),2015,Albania,0.0,Upper Middle Income Country (World Bank Classification),25.771561634146341463414634146341,Balkans,Europe and Eurasia,20.9498253111111111111111
Environment and Global Climate Change,Energy resources,5609,Fossil fuel energy consumption (percentage of total),2004,Albania,65.578273,Upper Middle Income Country (World Bank Classification),64.401614673913043478260869565217,Balkans,Europe and Eurasia,76.640629
Environment and Global Climate Change,Energy resources,5609,Fossil fuel energy consumption (percentage of total),2005,Albania,66.486681,Upper Middle Income Country (World Bank Classification),64.663112617021276595744680851064,Balkans,Europe and Eurasia,76.164196111111111111111111111111
Environment and Global Climate Change,Energy resources,5609,Fossil fuel energy consumption (percentage of total),2006,Albania,64.45599,Upper Middle Income Country (World Bank Classification),64.786321553191489361702127659574,Balkans,Europe and Eurasia,76.277212711111111111111111111111
Environment and Global Climate Change,Energy resources,5609,Fossil fuel energy consumption (percentage of total),2007,Albania,65.122392,Upper Middle Income Country (World Bank Classification),65.15166397872340425531914893617,Balkans,Europe and Eurasia,75.940255911111111111111111111111
Environment and Global Climate Change,Energy resources,5609,Fossil fuel energy consumption (percentage of total),2008,Albania,63.847176,Upper Middle Income Country (World Bank Classification),76.60563955,Balkans,Europe and Eurasia,75.615166511111111111111111111111
Environment and Global Climate Change,Energy resources,5609,Fossil fuel energy consumption (percentage of total),2009,Albania,63.421726,Upper Middle Income Country (World Bank Classification),76.07483265,Balkans,Europe and Eurasia,74.349337311111111111111111111111
Environment and Global Climate Change,Energy resources,5609,Fossil fuel energy consumption (percentage of total),2010,Albania,63.239004,Upper Middle Income Country (World Bank Classification),76.215448075,Balkans,Europe and Eurasia,74.520727088888888888888888888889
Environment and Global Climate Change,Energy resources,5609,Fossil fuel energy consumption (percentage of total),2011,Albania,61.502765,Upper Middle Income Country (World Bank Classification),76.9028393,Balkans,Europe and Eurasia,74.266086333333333333333333333333
Environment and Global Climate Change,Energy resources,5609,Fossil fuel energy consumption (percentage of total),2012,Albania,57.754082,Upper Middle Income Country (World Bank Classification),77.0387246,Balkans,Europe and Eurasia,73.382893177777777777777777777778
Environment and Global Climate Change,Energy resources,5609,Fossil fuel energy consumption (percentage of total),2013,Albania,56.395339,Upper Middle Income Country (World Bank Classification),76.68918645,Balkans,Europe and Eurasia,72.507204422222222222222222222222
Environment and Global Climate Change,Energy resources,5609,Fossil fuel energy consumption (percentage of total),2014,Albania,61.421801,Upper Middle Income Country (World Bank Classification),76.776520475,Balkans,Europe and Eurasia,71.3059322222222222222222
Gender,Employment,5713,"Employment in industry, female (percentage of female employment) (modeled ILO estimate)",2011,Albania,11.47258,Upper Middle Income Country (World Bank Classification),14.1711493191489361702128,Balkans,Europe and Eurasia,13.3030369090909090909091
Gender,Employment,5713,"Employment in industry, female (percentage of female employment) (modeled ILO estimate)",2012,Albania,10.58513,Upper Middle Income Country (World Bank Classification),14.034106,Balkans,Europe and Eurasia,13.0933380227272727272727
Gender,Employment,5713,"Employment in industry, female (percentage of female employment) (modeled ILO estimate)",2013,Albania,10.24382,Upper Middle Income Country (World Bank Classification),13.7633206808510638297872,Balkans,Europe and Eurasia,12.9077058409090909090909
Gender,Employment,5713,"Employment in industry, female (percentage of female employment) (modeled ILO estimate)",2014,Albania,11.7598,Upper Middle Income Country (World Bank Classification),13.9512794042553191489362,Balkans,Europe and Eurasia,12.9374810454545454545455
Gender,Employment,5713,"Employment in industry, female (percentage of female employment) (modeled ILO estimate)",2015,Albania,14.02868,Upper Middle Income Country (World Bank Classification),13.9032207659574468085106,Balkans,Europe and Eurasia,12.8024233863636363636364
Gender,Employment,5713,"Employment in industry, female (percentage of female employment) (modeled ILO estimate)",2016,Albania,14.79433,Upper Middle Income Country (World Bank Classification),13.863381425531914893617,Balkans,Europe and Eurasia,12.8774549318181818181818
Gender,Employment,5713,"Employment in industry, female (percentage of female employment) (modeled ILO estimate)",2017,Albania,15.09885,Upper Middle Income Country (World Bank Classification),13.827137574468085106383,Balkans,Europe and Eurasia,12.8881409545454545454545
Gender,Employment,5713,"Employment in industry, female (percentage of female employment) (modeled ILO estimate)",2018,Albania,15.57318,Upper Middle Income Country (World Bank Classification),13.9615737872340425531915,Balkans,Europe and Eurasia,13.1018438181818181818182
Gender,Employment,5713,"Employment in industry, female (percentage of female employment) (modeled ILO estimate)",2019,Albania,16.2039,Upper Middle Income Country (World Bank Classification),13.718800148936170212766,Balkans,Europe and Eurasia,13.0749817272727272727273
Gender,Employment,5713,"Employment in industry, female (percentage of female employment) (modeled ILO estimate)",2020,Albania,16.81283,Upper Middle Income Country (World Bank Classification),13.944666851063829787234,Balkans,Europe and Eurasia,13.1586112727272727272727
Gender,Employment,5713,"Employment in industry, female (percentage of female employment) (modeled ILO estimate)",2021,Albania,17.4592,Upper Middle Income Country (World Bank Classification),13.9906401702127659574468,Balkans,Europe and Eurasia,13.11444425
Economy,Economic Growth,5733,"Inflation, GDP deflator (annual percentage)",2012,Albania,1.042715,Upper Middle Income Country (World Bank Classification),5.7866429803921568627451,Balkans,Europe and Eurasia,4.14393964444444444444444
Economy,Economic Growth,5733,"Inflation, GDP deflator (annual percentage)",2013,Albania,0.288746,Upper Middle Income Country (World Bank Classification),3.52614411764705882352941,Balkans,Europe and Eurasia,2.19003
Economy,Economic Growth,5733,"Inflation, GDP deflator (annual percentage)",2014,Albania,1.549917,Upper Middle Income Country (World Bank Classification),4.25463050980392156862745,Balkans,Europe and Eurasia,2.28852424444444444444444
Economy,Economic Growth,5733,"Inflation, GDP deflator (annual percentage)",2015,Albania,0.563991,Upper Middle Income Country (World Bank Classification),1.81471786274509803921569,Balkans,Europe and Eurasia,2.96279755555555555555556
Economy,Economic Growth,5733,"Inflation, GDP deflator (annual percentage)",2016,Albania,-0.632653,Upper Middle Income Country (World Bank Classification),4.41483770588235294117647,Balkans,Europe and Eurasia,2.13496737777777777777778
Economy,Economic Growth,5733,"Inflation, GDP deflator (annual percentage)",2017,Albania,1.450732,Upper Middle Income Country (World Bank Classification),5.27219060784313725490196,Balkans,Europe and Eurasia,3.36668391111111111111111
Economy,Economic Growth,5733,"Inflation, GDP deflator (annual percentage)",2018,Albania,1.472953,Upper Middle Income Country (World Bank Classification),4.84781050980392156862745,Balkans,Europe and Eurasia,3.670506
Economy,Economic Growth,5733,"Inflation, GDP deflator (annual percentage)",2019,Albania,1.257025,Upper Middle Income Country (World Bank Classification),3.414108,Balkans,Europe and Eurasia,2.84525484444444444444444
Economy,Economic Growth,5733,"Inflation, GDP deflator (annual percentage)",2020,Albania,0.696542,Upper Middle Income Country (World Bank Classification),3.33383256862745098039216,Balkans,Europe and Eurasia,2.52383302222222222222222
